image_id,cell_id,sequence_id,district,lat,lon,source,captured_at,quality_score,split
330477115094890,31,5y9pkexyofmzomf0ymuj3x,Qaradağ rayonu,39.961267172466165,49.29111063480377,Mapillary,1539870010834,0.5,benchmark
851208935811872,31,3o7fl7uzl7f6ktwr1l0c0o,Qaradağ rayonu,39.95972115101071,49.29622292518616,Mapillary,1539868705522,0.448,train
1403505600048594,31,qqamq5hkgln9hif0cy71xj,Qaradağ rayonu,39.96279671248516,49.28698003292084,Mapillary,1539868734403,0.478,train
220675536173517,31,p6zu5jwt7r91keo6yf93cq,Qaradağ rayonu,39.96065863627766,49.29340660572052,Mapillary,1556808675000,0.61,train
801983180432645,31,uj27cnvw41qa1kadj4ahyl,Qaradağ rayonu,39.96458935562168,49.29465651512146,Mapillary,1485428856896,0.641,train
1539359786395662,31,qqamq5hkgln9hif0cy71xj,Qaradağ rayonu,39.96201550008382,49.28936719894409,Mapillary,1539868726969,0.486,train
551197675870765,31,5y9pkexyofmzomf0ymuj3x,Qaradağ rayonu,39.96288716808135,49.28633093833923,Mapillary,1539869995592,0.518,benchmark
4155901074472174,31,3o7fl7uzl7f6ktwr1l0c0o,Qaradağ rayonu,39.96007476538426,49.29518222808838,Mapillary,1539868708725,0.439,train
3194504827443033,31,qqamq5hkgln9hif0cy71xj,Qaradağ rayonu,39.961106815482566,49.29208695888519,Mapillary,1539868718393,0.41,train
4126229894105457,31,ze3gkximvgo8lsb5hi6fgl,Qaradağ rayonu,39.962126515021765,49.288546442985535,Mapillary,1556809860000,0.643,train
460993321899281,31,458szarbwflgodmfdn7x7j,Qaradağ rayonu,39.96322020810865,49.28548872470856,Mapillary,1560353357000,0.717,benchmark
1485354618467451,31,5y9pkexyofmzomf0ymuj3x,Qaradağ rayonu,39.961629002227,49.29009139537811,Mapillary,1539870007593,0.533,benchmark
2047858518687447,31,uj27cnvw41qa1kadj4ahyl,Qaradağ rayonu,39.96392328728331,49.29653942584992,Mapillary,1485428868823,0.65,train
4024936477600724,31,z5t5yu2ernsmiei2ifma6h,Qaradağ rayonu,39.960210454135165,49.29420590400696,Mapillary,1539870021000,0.532,benchmark
160533212689860,31,5y9pkexyofmzomf0ymuj3x,Qaradağ rayonu,39.962200524880245,49.28835332393646,Mapillary,1539870001996,0.491,benchmark
157557193048304,31,z5t5yu2ernsmiei2ifma6h,Qaradağ rayonu,39.95931819286744,49.29693639278412,Mapillary,1539870030064,0.533,benchmark
2870782363140014,31,p6zu5jwt7r91keo6yf93cq,Qaradağ rayonu,39.96263635908872,49.28756475448608,Mapillary,1556808700000,0.603,train
824204464969374,31,458szarbwflgodmfdn7x7j,Qaradağ rayonu,39.96080665909227,49.29267704486847,Mapillary,1560353379000,0.711,benchmark
955573285258752,31,p6zu5jwt7r91keo6yf93cq,Qaradağ rayonu,39.96025157188532,49.29459750652313,Mapillary,1556808670000,0.597,train
471401047264923,31,5y9pkexyofmzomf0ymuj3x,Qaradağ rayonu,39.96150976308553,49.29044008255005,Mapillary,1539870008696,0.528,benchmark
331524864981558,31,z5t5yu2ernsmiei2ifma6h,Qaradağ rayonu,39.95965125027857,49.29591178894043,Mapillary,1539870026708,0.603,benchmark
297910371830380,31,5y9pkexyofmzomf0ymuj3x,Qaradağ rayonu,39.962307427867785,49.288020730018616,Mapillary,1539870000990,0.52,benchmark
325435145856449,31,3o7fl7uzl7f6ktwr1l0c0o,Qaradağ rayonu,39.95959779672927,49.29656624794006,Mapillary,1539868704452,0.29,train
2897304433851322,31,uj27cnvw41qa1kadj4ahyl,Qaradağ rayonu,39.96481959995779,49.2939966917038,Mapillary,1485428852783,0.627,train
222902505947246,31,5y9pkexyofmzomf0ymuj3x,Qaradağ rayonu,39.961748241160535,49.28973197937012,Mapillary,1539870006392,0.492,benchmark
286330763185437,31,5y9pkexyofmzomf0ymuj3x,Qaradağ rayonu,39.9613905237361,49.290767312049866,Mapillary,1539870009737,0.49,benchmark
273106881174623,31,ze3gkximvgo8lsb5hi6fgl,Qaradağ rayonu,39.95984450506964,49.29541289806366,Mapillary,1556809890000,0.668,train
278970620575088,31,qqamq5hkgln9hif0cy71xj,Qaradağ rayonu,39.96313386455364,49.28593933582306,Mapillary,1539868737605,0.474,train
976767836193630,31,uj27cnvw41qa1kadj4ahyl,Qaradağ rayonu,39.96435911051017,49.29530560970306,Mapillary,1485428860767,0.638,train
3813134402130931,31,qqamq5hkgln9hif0cy71xj,Qaradağ rayonu,39.96121783189588,49.29172217845917,Mapillary,1539868719491,0.404,train
887319335162102,31,qqamq5hkgln9hif0cy71xj,Qaradağ rayonu,39.96213473834334,49.289050698280334,Mapillary,1539868727972,0.472,train
957673898314349,31,458szarbwflgodmfdn7x7j,Qaradağ rayonu,39.96125072561336,49.29135203361511,Mapillary,1560353375000,0.727,benchmark
